sample_id,reliability_score,has_halving,has_doubling,num_halving_segments,num_doubling_segments,halving_segments_json,doubling_segments_json,double_subtype_json,ratio_used_json,actual_mean_ratio_json,duration_sec_json,ceiling_used_json,baseline_strategy
clean_000031,99.979164,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 665, ""end_idx"": 722, ""duration_sec"": 14.25, ""ratio_used"": 0.5143, ""sigma_used"": 1.6629, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 147.0, ""mean_noisy_value"": 78.212, ""actual_mean_ratio"": 0.5149}]",[],[],[0.5143],[0.5149],[14.25],[],feature_optimized
clean_000032,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000033,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000034,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000035,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000036,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000037,100.0,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 3584, ""end_idx"": 3598, ""duration_sec"": 3.5, ""ratio_used"": 2.0449, ""sigma_used"": 3.1921, ""transition_len_points"": 3, ""ceiling_used"": 248.326, ""mean_baseline"": 141.0, ""mean_noisy_value"": 223.477, ""actual_mean_ratio"": 1.7488}]","[""clipped""]",[2.0449],[1.7488],[3.5],[248.326],feature_optimized
clean_000038,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000039,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000040,99.9375,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 4270, ""end_idx"": 4292, ""duration_sec"": 5.5, ""ratio_used"": 0.5367, ""sigma_used"": 1.5779, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 155.0, ""mean_noisy_value"": 90.862, ""actual_mean_ratio"": 0.5347}]",[],[],[0.5367],[0.5347],[5.5],[],feature_optimized
clean_000041,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000042,99.3125,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000043,99.375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000044,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000045,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000046,99.708336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000047,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000048,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000049,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000050,99.708336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000051,99.75,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000052,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000053,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000054,99.666664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000055,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000056,99.6875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000057,99.041664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000058,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000059,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000060,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000061,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000062,99.75,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000063,99.354164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000064,99.791664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000065,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000066,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000067,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000068,99.625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000069,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000070,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000071,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000072,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000073,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000074,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000075,99.770836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000076,99.8125,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000077,99.083336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000078,99.791664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000079,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000080,99.979164,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 4610, ""end_idx"": 4650, ""duration_sec"": 10.0, ""ratio_used"": 1.9663, ""sigma_used"": 2.6039, ""transition_len_points"": 1, ""ceiling_used"": 247.961, ""mean_baseline"": 140.0, ""mean_noisy_value"": 244.23, ""actual_mean_ratio"": 1.763}]","[""clipped""]",[1.9663],[1.763],[10.0],[247.961],feature_optimized
clean_000081,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000082,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000083,99.958336,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 3802, ""end_idx"": 3855, ""duration_sec"": 13.25, ""ratio_used"": 1.9073, ""sigma_used"": 2.4691, ""transition_len_points"": 2, ""ceiling_used"": 240.547, ""mean_baseline"": 140.0, ""mean_noisy_value"": 236.284, ""actual_mean_ratio"": 1.7146}]","[""clipped""]",[1.9073],[1.7146],[13.25],[240.547],feature_optimized
clean_000084,99.958336,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 603, ""end_idx"": 651, ""duration_sec"": 12.0, ""ratio_used"": 0.5418, ""sigma_used"": 2.8206, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 158.0, ""mean_noisy_value"": 88.09, ""actual_mean_ratio"": 0.5385}]",[],[],[0.5418],[0.5385],[12.0],[],feature_optimized
clean_000085,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000086,100.0,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 4238, ""end_idx"": 4264, ""duration_sec"": 6.5, ""ratio_used"": 1.9592, ""sigma_used"": 2.6383, ""transition_len_points"": 3, ""ceiling_used"": 240.219, ""mean_baseline"": 143.0, ""mean_noisy_value"": 228.671, ""actual_mean_ratio"": 1.6743}]","[""clipped""]",[1.9592],[1.6743],[6.5],[240.219],feature_optimized
clean_000087,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000088,99.520836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000089,99.791664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000090,99.395836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000091,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000092,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000093,99.395836,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 1534, ""end_idx"": 1564, ""duration_sec"": 7.5, ""ratio_used"": 0.5187, ""sigma_used"": 2.1975, ""transition_len_points"": 1, ""ceiling_used"": null, ""mean_baseline"": 140.9, ""mean_noisy_value"": 74.754, ""actual_mean_ratio"": 0.5153}]",[],[],[0.5187],[0.5153],[7.5],[],feature_optimized
clean_000094,99.270836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000095,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000096,99.791664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000097,99.666664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000098,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000099,100.0,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 3576, ""end_idx"": 3606, ""duration_sec"": 7.5, ""ratio_used"": 0.5493, ""sigma_used"": 2.2971, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 141.0, ""mean_noisy_value"": 84.421, ""actual_mean_ratio"": 0.5512}]",[],[],[0.5493],[0.5512],[7.5],[],feature_optimized
clean_000100,99.208336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000101,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000102,99.645836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000103,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000104,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000105,99.041664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000106,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000107,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000108,99.6875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000109,99.25,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000110,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000111,99.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000112,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000113,99.645836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000114,99.4375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000115,99.0625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000116,99.75,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000117,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000118,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000119,99.6875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000120,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000121,99.416664,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 2459, ""end_idx"": 2481, ""duration_sec"": 5.5, ""ratio_used"": 0.5095, ""sigma_used"": 2.2025, ""transition_len_points"": 1, ""ceiling_used"": null, ""mean_baseline"": 141.0, ""mean_noisy_value"": 74.401, ""actual_mean_ratio"": 0.5047}]",[],[],[0.5095],[0.5047],[5.5],[],feature_optimized
clean_000122,99.229164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000123,99.833336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000124,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000125,99.791664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000126,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000127,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000128,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000129,99.416664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000130,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000131,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000132,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000133,99.6875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000134,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000135,99.729164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000136,99.6875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000137,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000138,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000139,99.979164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000140,99.75,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000141,100.0,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 4006, ""end_idx"": 4053, ""duration_sec"": 11.75, ""ratio_used"": 1.967, ""sigma_used"": 3.906, ""transition_len_points"": 1, ""ceiling_used"": 241.27, ""mean_baseline"": 141.0, ""mean_noisy_value"": 238.197, ""actual_mean_ratio"": 1.704}]","[""clipped""]",[1.967],[1.704],[11.75],[241.27],feature_optimized
clean_000142,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000143,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000144,99.416664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000145,99.645836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000146,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000147,99.208336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000148,99.520836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000149,99.708336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000150,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000151,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000152,99.8125,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000153,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000154,99.583336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000155,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000156,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000157,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000158,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000159,99.458336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000160,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000161,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000162,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000163,99.645836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000164,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000165,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000166,99.895836,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 3171, ""end_idx"": 3188, ""duration_sec"": 4.25, ""ratio_used"": 0.4795, ""sigma_used"": 2.9056, ""transition_len_points"": 1, ""ceiling_used"": null, ""mean_baseline"": 140.0, ""mean_noisy_value"": 71.322, ""actual_mean_ratio"": 0.4822}]",[],[],[0.4795],[0.4822],[4.25],[],feature_optimized
clean_000167,99.5625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000168,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000169,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000170,99.958336,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 3134, ""end_idx"": 3153, ""duration_sec"": 4.75, ""ratio_used"": 0.4775, ""sigma_used"": 2.9248, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 122.0, ""mean_noisy_value"": 64.219, ""actual_mean_ratio"": 0.4735}]",[],[],[0.4775],[0.4735],[4.75],[],feature_optimized
clean_000171,99.8125,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000172,99.520836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000173,100.0,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 4711, ""end_idx"": 4737, ""duration_sec"": 6.5, ""ratio_used"": 0.5067, ""sigma_used"": 1.6392, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 138.0, ""mean_noisy_value"": 74.595, ""actual_mean_ratio"": 0.5044}]",[],[],[0.5067],[0.5044],[6.5],[],feature_optimized
clean_000174,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000175,99.041664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000176,99.4375,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 23, ""end_idx"": 36, ""duration_sec"": 3.25, ""ratio_used"": 0.5284, ""sigma_used"": 2.9233, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 134.0, ""mean_noisy_value"": 85.634, ""actual_mean_ratio"": 0.526}]",[],[],[0.5284],[0.526],[3.25],[],feature_optimized
clean_000177,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000178,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000179,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000180,99.8125,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 1257, ""end_idx"": 1271, ""duration_sec"": 3.5, ""ratio_used"": 0.5489, ""sigma_used"": 1.8134, ""transition_len_points"": 1, ""ceiling_used"": null, ""mean_baseline"": 149.0, ""mean_noisy_value"": 88.829, ""actual_mean_ratio"": 0.5542}]",[],[],[0.5489],[0.5542],[3.5],[],feature_optimized
clean_000181,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000182,99.708336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000183,99.666664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000184,99.729164,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 3715, ""end_idx"": 3739, ""duration_sec"": 6.0, ""ratio_used"": 1.941, ""sigma_used"": 3.0548, ""transition_len_points"": 2, ""ceiling_used"": 246.825, ""mean_baseline"": 130.25, ""mean_noisy_value"": 235.813, ""actual_mean_ratio"": 1.8838}]","[""clipped""]",[1.941],[1.8838],[6.0],[246.825],feature_optimized
clean_000185,99.375,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 2483, ""end_idx"": 2504, ""duration_sec"": 5.25, ""ratio_used"": 1.9375, ""sigma_used"": 3.0551, ""transition_len_points"": 1, ""ceiling_used"": 234.382, ""mean_baseline"": 142.0, ""mean_noisy_value"": 229.359, ""actual_mean_ratio"": 1.644}]","[""clipped""]",[1.9375],[1.644],[5.25],[234.382],feature_optimized
clean_000186,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000187,99.666664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000188,99.8125,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000189,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000190,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000191,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000192,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000193,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000194,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000195,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000196,99.395836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000197,99.125,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000198,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000199,99.5625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000200,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000201,99.75,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000202,99.416664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000203,99.5625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000204,99.5625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000205,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000206,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000207,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000208,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000209,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000210,99.5625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000211,99.729164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000212,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000213,99.3125,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 1442, ""end_idx"": 1463, ""duration_sec"": 5.25, ""ratio_used"": 0.5058, ""sigma_used"": 2.098, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 145.0, ""mean_noisy_value"": 82.345, ""actual_mean_ratio"": 0.5076}]",[],[],[0.5058],[0.5076],[5.25],[],feature_optimized
clean_000214,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000215,99.645836,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 4063, ""end_idx"": 4092, ""duration_sec"": 7.25, ""ratio_used"": 0.5126, ""sigma_used"": 2.0818, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 139.0, ""mean_noisy_value"": 75.692, ""actual_mean_ratio"": 0.5102}]",[],[],[0.5126],[0.5102],[7.25],[],feature_optimized
clean_000216,99.625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000217,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000218,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000219,99.208336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000220,99.520836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000221,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000222,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000223,99.375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000224,99.1875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000225,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000226,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000227,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000228,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000229,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000230,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000231,100.0,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 421, ""end_idx"": 465, ""duration_sec"": 11.0, ""ratio_used"": 0.5373, ""sigma_used"": 2.9865, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 150.0, ""mean_noisy_value"": 85.494, ""actual_mean_ratio"": 0.5368}]",[],[],[0.5373],[0.5368],[11.0],[],feature_optimized
clean_000232,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000233,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000234,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000235,100.0,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 4404, ""end_idx"": 4463, ""duration_sec"": 14.75, ""ratio_used"": 0.5072, ""sigma_used"": 1.83, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 141.0, ""mean_noisy_value"": 75.436, ""actual_mean_ratio"": 0.5083}]",[],[],[0.5072],[0.5083],[14.75],[],feature_optimized
clean_000236,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000237,99.6875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000238,99.791664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_000239,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
